,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
52342,MA91,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52343,MA91,2024-06-30,7,    (d) MNOs Float  Balances,1592.0
52344,MA91,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52345,MA91,2024-06-30,9,    (a )Treasury Bills,0.0
52346,MA91,2024-06-30,10,    (b) Other Government Securities,0.0
52347,MA91,2024-06-30,11,    (c) Private Securities,0.0
52348,MA91,2024-06-30,12,    (d) Others,0.0
52349,MA91,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52350,MA91,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52351,MA91,2024-06-30,15,    (a) Equity Investment,0.0
52352,MA91,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52353,MA91,2024-06-30,17,4. LOANS - NET (sum a:d less e),14696774.99
52354,MA91,2024-06-30,18,     (a) Loans to Clients,15350000.0
52355,MA91,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52356,MA91,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52357,MA91,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52358,MA91,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,653225.01
52359,MA91,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",5744539.28
52360,MA91,2024-06-30,24,"    (a) Property, Plant and Equipment",5929847.0
52361,MA91,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),185307.72
52362,MA91,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52363,MA91,2024-06-30,27,    (a) Receivables,0.0
52364,MA91,2024-06-30,28,    (b) Prepaid Expenses,0.0
52365,MA91,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52366,MA91,2024-06-30,30,    (d )Intangible Assets,0.0
52367,MA91,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52368,MA91,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52369,MA91,2024-06-30,33,7. TOTAL ASSETS ,22022907.27
52370,MA91,2024-06-30,34,8. LIABILITIES,0.0
52371,MA91,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52372,MA91,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52373,MA91,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52374,MA91,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52375,MA91,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52376,MA91,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52377,MA91,2024-06-30,41,          (v) Other Borrowings,0.0
52378,MA91,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52379,MA91,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52380,MA91,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52381,MA91,2024-06-30,45,           (iii) Other Borrowings,0.0
52382,MA91,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52383,MA91,2024-06-30,47,11.TAX PAYABLES,606872.1
52384,MA91,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52385,MA91,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52386,MA91,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),606872.1
52387,MA91,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),21416034.9
52388,MA91,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52389,MA91,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52390,MA91,2024-06-30,54,    (c) Capital Grants,0.0
52391,MA91,2024-06-30,55, (d) Donations,0.0
52392,MA91,2024-06-30,56,    (e) Share Premium,0.0
52393,MA91,2024-06-30,57,    (f) General Reserves,0.0
52394,MA91,2024-06-30,58,    (g) Retained Earnings,0.0
52395,MA91,2024-06-30,59,    (h) Profit/Loss,1416034.9
52396,MA91,2024-06-30,60,    (i) Other Reserves,0.0
52397,MA91,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),22022907.0
52398,M860,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52399,M860,2024-06-30,17,4. LOANS - NET (sum a:d less e),242247655.0
52400,M860,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),576474564.0
52401,M860,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),17945162.0
52402,M860,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52403,M860,2024-06-30,24,"    (a) Property, Plant and Equipment",350327659.0
52404,M860,2024-06-30,28,    (b) Prepaid Expenses,0.0
52405,M860,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52406,M860,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52407,M860,2024-06-30,57,    (f) General Reserves,0.0
52408,M860,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52409,M860,2024-06-30,15,    (a) Equity Investment,0.0
52410,M860,2024-06-30,18,     (a) Loans to Clients,242247655.0
52411,M860,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",332382497.0
52412,M860,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52413,M860,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52414,M860,2024-06-30,5,(ii) Agent-Banking Balances,1844412.0
52415,M860,2024-06-30,10,    (b) Other Government Securities,0.0
52416,M860,2024-06-30,47,11.TAX PAYABLES,0.0
52417,M860,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,500000000.0
52418,M860,2024-06-30,59,    (h) Profit/Loss,10258429.0
52419,M860,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52420,M860,2024-06-30,35,9.  BORROWINGS (sum a:b),53344934.0
52421,M860,2024-06-30,41,          (v) Other Borrowings,0.0
52422,M860,2024-06-30,56,    (e) Share Premium,0.0
52423,M860,2024-06-30,9,    (a )Treasury Bills,0.0
52424,M860,2024-06-30,27,    (a) Receivables,0.0
52425,M860,2024-06-30,30,    (d )Intangible Assets,0.0
52426,M860,2024-06-30,34,8. LIABILITIES,0.0
52427,M860,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),53344934.0
52428,M860,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52429,M860,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),53344934.0
52430,M860,2024-06-30,55, (d) Donations,0.0
52431,M860,2024-06-30,58,    (g) Retained Earnings,12871201.0
52432,M860,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52433,M860,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
52434,M860,2024-06-30,54,    (c) Capital Grants,0.0
52435,M860,2024-06-30,60,    (i) Other Reserves,0.0
52436,M860,2024-06-30,11,    (c) Private Securities,0.0
52437,M860,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52438,M860,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52439,M860,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52440,M860,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52441,M860,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52442,M860,2024-06-30,33,7. TOTAL ASSETS ,576474564.0
52443,M860,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52444,M860,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52445,M860,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),1844412.0
52446,M860,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52447,M860,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52448,M860,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52449,M860,2024-06-30,45,           (iii) Other Borrowings,0.0
52450,M860,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),523129630.0
52451,M860,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52452,M860,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52453,M860,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52454,M860,2024-06-30,2,    (a) Cash in Hand,0.0
52455,M860,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),1844412.0
52456,M860,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
52457,M860,2024-06-30,12,    (d) Others,0.0
52458,M860,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,53344934.0
52459,M052,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),84220.0
52460,M052,2024-06-30,4,(i) Non-Agent Banking  Balances,84220.0
52461,M052,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52462,M052,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52463,M052,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52464,M052,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52465,M052,2024-06-30,9,    (a )Treasury Bills,0.0
52466,M052,2024-06-30,10,    (b) Other Government Securities,0.0
52467,M052,2024-06-30,11,    (c) Private Securities,0.0
52468,M052,2024-06-30,12,    (d) Others,0.0
52469,M052,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52470,M052,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52471,M052,2024-06-30,15,    (a) Equity Investment,0.0
52472,M052,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52473,M052,2024-06-30,17,4. LOANS - NET (sum a:d less e),83730240.0
52474,M052,2024-06-30,18,     (a) Loans to Clients,84576000.0
52475,M052,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52476,M052,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52477,M052,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52478,M052,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,845760.0
52479,M052,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",5998089.0
52480,M052,2024-06-30,24,"    (a) Property, Plant and Equipment",7479941.0
52481,M052,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),1481852.0
52482,M052,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),56232126.5
52483,M052,2024-06-30,27,    (a) Receivables,54768588.0
52484,M052,2024-06-30,28,    (b) Prepaid Expenses,0.0
52485,M052,2024-06-30,29,    (c )Deffered Tax Assets,1463538.5
52486,M052,2024-06-30,30,    (d )Intangible Assets,0.0
52487,M052,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52488,M052,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52489,M052,2024-06-30,33,7. TOTAL ASSETS ,182369675.5
52490,M052,2024-06-30,34,8. LIABILITIES,0.0
52491,M052,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52492,M052,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52493,M052,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52494,M052,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52495,M052,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52496,M052,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52497,M052,2024-06-30,41,          (v) Other Borrowings,0.0
52498,M052,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52499,M052,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52500,M052,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52501,M052,2024-06-30,45,           (iii) Other Borrowings,0.0
52502,M052,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52503,M052,2024-06-30,47,11.TAX PAYABLES,0.0
52504,M052,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52505,M052,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52506,M052,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52507,M052,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),182369676.0
52508,M052,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,116000000.0
52509,M052,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52510,M052,2024-06-30,54,    (c) Capital Grants,0.0
52511,M052,2024-06-30,55, (d) Donations,0.0
52512,M052,2024-06-30,56,    (e) Share Premium,0.0
52513,M052,2024-06-30,57,    (f) General Reserves,54415863.0
52514,M052,2024-06-30,58,    (g) Retained Earnings,0.0
52515,M052,2024-06-30,59,    (h) Profit/Loss,11953813.0
52516,M052,2024-06-30,60,    (i) Other Reserves,0.0
52517,M052,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),182369676.0
52518,M052,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),36409220.0
52519,M052,2024-06-30,2,    (a) Cash in Hand,36325000.0
52520,ME12,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),177771577.0
52521,ME12,2024-06-30,2,    (a) Cash in Hand,405029.0
52522,ME12,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),34211206.0
52523,ME12,2024-06-30,4,(i) Non-Agent Banking  Balances,34211206.0
52524,ME12,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52525,ME12,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52526,ME12,2024-06-30,7,    (d) MNOs Float  Balances,143155342.0
52527,ME12,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52528,ME12,2024-06-30,9,    (a )Treasury Bills,0.0
52529,ME12,2024-06-30,10,    (b) Other Government Securities,0.0
52530,ME12,2024-06-30,11,    (c) Private Securities,0.0
52531,ME12,2024-06-30,12,    (d) Others,0.0
52532,ME12,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52533,ME12,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52534,ME12,2024-06-30,15,    (a) Equity Investment,0.0
52535,ME12,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52536,ME12,2024-06-30,17,4. LOANS - NET (sum a:d less e),861453750.0
52537,ME12,2024-06-30,18,     (a) Loans to Clients,880103134.0
52538,ME12,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52539,ME12,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52540,ME12,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52541,ME12,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,18649384.0
52542,ME12,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",246859200.03
52543,ME12,2024-06-30,24,"    (a) Property, Plant and Equipment",266943916.68
52544,ME12,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),20084716.65
52545,ME12,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),1038500.0
52546,ME12,2024-06-30,27,    (a) Receivables,0.0
52547,ME12,2024-06-30,28,    (b) Prepaid Expenses,1038500.0
52548,ME12,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52549,ME12,2024-06-30,30,    (d )Intangible Assets,0.0
52550,ME12,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52551,ME12,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52552,ME12,2024-06-30,33,7. TOTAL ASSETS ,1287123027.03
52553,ME12,2024-06-30,34,8. LIABILITIES,0.0
52554,ME12,2024-06-30,35,9.  BORROWINGS (sum a:b),1225165445.64
52555,ME12,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),1225165445.64
52556,ME12,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52557,ME12,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52558,ME12,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52559,ME12,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52560,ME12,2024-06-30,41,          (v) Other Borrowings,1225165445.64
52561,ME12,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52562,ME12,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52563,ME12,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52564,ME12,2024-06-30,45,           (iii) Other Borrowings,0.0
52565,ME12,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52566,ME12,2024-06-30,47,11.TAX PAYABLES,3118100.0
52567,ME12,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52568,ME12,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,109924515.0
52569,ME12,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),1338208060.64
52570,ME12,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),-51085032.95
52571,ME12,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,100000000.0
52572,ME12,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52573,ME12,2024-06-30,54,    (c) Capital Grants,0.0
52574,ME12,2024-06-30,55, (d) Donations,0.0
52575,ME12,2024-06-30,56,    (e) Share Premium,0.0
52576,ME12,2024-06-30,57,    (f) General Reserves,0.0
52577,ME12,2024-06-30,58,    (g) Retained Earnings,-66671152.0
52578,ME12,2024-06-30,59,    (h) Profit/Loss,-84413880.95
52579,ME12,2024-06-30,60,    (i) Other Reserves,0.0
52580,ME12,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),1287123027.69
52581,M236,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),2850700.0
52582,M236,2024-06-30,2,    (a) Cash in Hand,0.0
52583,M236,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),2850700.0
52584,M236,2024-06-30,4,(i) Non-Agent Banking  Balances,2850700.0
52585,M236,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52586,M236,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52587,M236,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52588,M236,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52589,M236,2024-06-30,9,    (a )Treasury Bills,0.0
52590,M236,2024-06-30,10,    (b) Other Government Securities,0.0
52591,M236,2024-06-30,11,    (c) Private Securities,0.0
52592,M236,2024-06-30,12,    (d) Others,0.0
52593,M236,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52594,M236,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52595,M236,2024-06-30,15,    (a) Equity Investment,0.0
52596,M236,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52597,M236,2024-06-30,17,4. LOANS - NET (sum a:d less e),13422089.34
52598,M236,2024-06-30,18,     (a) Loans to Clients,10188092.0
52599,M236,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52600,M236,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52601,M236,2024-06-30,21,     (d) Accrued Interest on Loans ,3369574.0
52602,M236,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,135576.66
52603,M236,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",4875048.75
52604,M236,2024-06-30,24,"    (a) Property, Plant and Equipment",5200052.0
52605,M236,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),325003.25
52606,M236,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52607,M236,2024-06-30,27,    (a) Receivables,0.0
52608,M236,2024-06-30,28,    (b) Prepaid Expenses,0.0
52609,M236,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52610,M236,2024-06-30,30,    (d )Intangible Assets,0.0
52611,M236,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52612,M236,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52613,M236,2024-06-30,33,7. TOTAL ASSETS ,21147838.09
52614,M236,2024-06-30,34,8. LIABILITIES,0.0
52615,M236,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52616,M236,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52617,M236,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52618,M236,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52619,M236,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52620,M236,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52621,M236,2024-06-30,41,          (v) Other Borrowings,0.0
52622,M236,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52623,M236,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52624,M236,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52625,M236,2024-06-30,45,           (iii) Other Borrowings,0.0
52626,M236,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52627,M236,2024-06-30,47,11.TAX PAYABLES,56154.33
52628,M236,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52629,M236,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52630,M236,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),56154.33
52631,M236,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),21091683.76
52632,M236,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52633,M236,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52634,M236,2024-06-30,54,    (c) Capital Grants,0.0
52635,M236,2024-06-30,55, (d) Donations,0.0
52636,M236,2024-06-30,56,    (e) Share Premium,0.0
52637,M236,2024-06-30,57,    (f) General Reserves,0.0
52638,M236,2024-06-30,58,    (g) Retained Earnings,960657.0
52639,M236,2024-06-30,59,    (h) Profit/Loss,131026.76
52640,M236,2024-06-30,60,    (i) Other Reserves,0.0
52641,M236,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),21147838.09
52642,MF84,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),-12162787.38
52643,MF84,2024-06-30,4,(i) Non-Agent Banking  Balances,-12162787.38
52644,MF84,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52645,MF84,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
